155.6603,155.6598,155.6562,155.6121,154.6896,153.5607,151.2119,146.6353,138.6292,126.5265,110.8806,93.00836,73.58764,51.41188,23.06789,-14.72277,-58.79126,-97.86654,-123.6513,-137.4202,-144.1502,-147.5174,-149.3948,-150.6122,-151.5209,-152.2716,-152.9305,-153.53,-154.0869,-154.6102,-155.1077,-155.5838,-156.0422,-156.4857,-156.9169,-157.3373,-157.7498,-158.1552,-158.5546,-158.9488,-159.3401,-159.7283,-160.1139,-160.4992,-160.8834
125.9204,117.316,105.7009,91.32922,75.52084,71.56109,67.65301,63.81903,60.07721,56.44129,52.92079,49.52138,46.24543,43.09238,40.05894,37.13873,34.32136,31.59054,28.92078,26.27225,23.58409,20.76979,17.72388,14.3491,10.60002,6.525537,2.291717,-1.837345,-5.579655,-8.753162,-11.34653,-13.48057,-15.31102,-16.96265,-18.51493,-20.01266,-21.4796,-22.92807,-24.36447,-25.79227,-27.21344,-28.62919,-30.04032,-31.44743,-32.85096
138.2943,138.2941,138.2937,138.2929,138.2909,138.2899,138.2885,138.2867,138.2839,138.2799,138.274,138.265,138.2516,138.2314,138.202,138.1601,138.1024,138.0249,137.9228,137.7895,137.6153,137.384,137.0667,136.6062,135.8811,134.6214,132.2197,127.3199,116.9504,94.69709,46.92191,-54.47121,-264.1974,-681.1545,-1469.707,-2879.46,-5251.528,-8989.506,-14467.42,-21872.44,-31060.85,-41559.42,-52741.11,-64041.59,-75078.55
166.8428,143.2187,116.8419,81.7882,29.76977,18.74239,10.68786,5.566752,2.692962,1.233467,0.5438067,0.2335176,0.09843039,0.04092896,0.01684292,0.006874007,0.002786212,0.001122452,0.0004494179,0.0001785312,6.995019e-05,2.655869e-05,9.241656e-06,2.316293e-06,-4.806182e-07,-1.641867e-06,-2.156618e-06,-2.416343e-06,-2.575615e-06,-2.695344e-06,-2.799496e-06,-2.897491e-06,-2.993033e-06,-3.087585e-06,-3.181726e-06,-3.275693e-06,-3.369584e-06,-3.463444e-06,-3.557297e-06,-3.651155e-06,-3.745029e-06,-3.838925e-06,-3.932849e-06,-4.026805e-06,-4.120796e-06
294.2009,294.1912,294.162,294.0466,293.5842,293.3433,293.0078,292.5247,291.797,290.6555,288.8309,285.9601,281.6697,275.723,268.1253,259.0985,248.9683,238.0551,226.6081,214.7749,202.5854,189.9271,176.4881,161.6477,144.3496,123.2012,97.34333,68.08302,39.39006,15.65771,-1.130593,-11.84239,-18.55052,-23.05402,-26.4623,-29.35182,-31.99694,-34.52287,-36.98618,-39.41282,-41.81531,-44.2003,-46.57174,-48.93234,-51.28416
315.3907,299.3944,280.0656,259.589,238.1647,232.6347,227.0299,221.3508,215.6014,209.7894,203.926,198.0253,192.1021,186.1685,180.2295,174.2764,168.2802,162.1833,155.8941,149.2856,142.2036,134.4806,125.944,116.3901,105.4716,92.38749,75.11127,48.6075,1.394032,-88.26646,-248.3061,-492.9096,-806.4142,-1154.085,-1501.746,-1825.037,-2110.184,-2352.268,-2553.262,-2719.668,-2859.66,-2980.685,-3088.367,-3186.514,-3277.57
138.8022,138.6018,138.2697,137.5998,136.0644,135.4217,134.6155,133.594,132.281,130.5632,128.2896,125.3043,121.5191,116.9686,111.791,106.1631,100.2506,94.18941,88.08511,82.0187,76.05273,70.23586,64.60579,59.19035,54.00688,49.05973,44.33522,39.79319,35.35332,30.87224,26.10375,20.63205,13.78526,4.598962,-8.013994,-24.76148,-45.31542,-68.0687,-90.76986,-111.7023,-130.3856,-147.3019,-163.2227,-178.7932,-194.4435
356.1426,355.5821,349.6262,292.6137,168.7095,144.2462,123.6764,106.2654,91.06238,76.9951,62.9458,48.14046,33.02505,19.60484,9.907133,4.205186,1.337908,0.01690221,-0.5809625,-0.8676215,-1.026039,-1.132805,-1.219027,-1.297151,-1.372124,-1.445915,-1.519312,-1.592638,-1.666027,-1.739538,-1.813194,-1.887007,-1.96098,-2.035112,-2.109399,-2.183839,-2.258426,-2.333155,-2.40802,-2.483017,-2.558139,-2.633382,-2.70874,-2.784209,-2.859784
150.9675,150.9673,150.9666,150.9621,150.9216,150.8852,150.8166,150.6824,150.411,149.846,148.6463,146.0825,140.6984,130.0069,110.8836,81.19817,41.39875,-5.721645,-56.3635,-106.7529,-153.7493,-195.3836,-231.2387,-262.2413,-289.8978,-315.5829,-340.2573,-364.498,-388.6208,-412.7878,-437.0772,-461.5231,-486.1377,-510.922,-535.872,-560.9817,-586.2441,-611.6523,-637.1998,-662.8801,-688.6875,-714.6165,-740.662,-766.8193,-793.084
136.0034,134.7025,121.0524,79.8502,33.33602,23.42386,15.04901,8.556215,4.000862,1.101004,-0.6245736,-1.643219,-2.286365,-2.745874,-3.119522,-3.453598,-3.76928,-4.076251,-4.379066,-4.679988,-4.980218,-5.280433,-5.581029,-5.882243,-6.184213,-6.487014,-6.79068,-7.09522,-7.400624,-7.706871,-8.013934,-8.321782,-8.630383,-8.939703,-9.249708,-9.560366,-9.871647,-10.18352,-10.49596,-10.80893,-11.12242,-11.43639,-11.75083,-12.06571,-12.38102
147.3521,147.3426,147.3086,147.0639,143.5723,140.4505,135.7832,129.643,122.3018,114.0564,105.138,95.6863,85.73779,75.20216,63.80745,50.99768,35.77212,16.48983,-9.230468,-44.13917,-89.82805,-143.9355,-198.9687,-246.8405,-284.8678,-315.3304,-341.5239,-365.767,-389.3342,-412.8614,-436.659,-460.8829,-485.6175,-510.9134,-536.8051,-563.3188,-590.4758,-618.2945,-646.791,-675.9801,-705.875,-736.488,-767.8303,-799.9125,-832.7442
301.2609,301.2546,301.2384,301.1865,300.9736,300.8417,300.6377,300.3165,299.8035,298.9766,297.6406,295.4952,292.1091,286.9256,279.334,268.816,255.1049,238.2499,218.512,196.0991,170.749,141.1637,104.4549,56.32512,-6.911706,-84.93606,-171.5601,-256.3262,-328.6001,-382.1045,-417.0909,-438.2951,-451.0563,-459.1786,-464.8364,-469.1542,-472.6988,-475.7616,-478.5001,-481.0054,-483.3342,-485.5244,-487.6025,-489.5882,-491.4964
172.8505,172.829,172.7894,172.7052,172.4903,172.3896,172.2542,172.0667,171.796,171.3793,170.6832,169.4237,167.0488,162.7076,155.591,145.5356,133.1363,119.2826,104.7437,89.99077,75.07887,59.39181,41.12319,16.84675,-16.73837,-56.90883,-93.3813,-118.677,-133.5434,-141.9094,-146.8428,-150.0245,-152.2745,-153.9867,-155.3584,-156.4962,-157.4629,-158.2985,-159.0304,-159.6786,-160.2577,-160.7791,-161.2517,-161.6827,-162.0777
245.4633,245.4633,245.4631,245.4629,245.4619,245.4615,245.4608,245.4598,245.4583,245.4561,245.4529,245.4479,245.4399,245.4263,245.401,245.3491,245.2329,244.9565,244.2732,242.5566,238.2645,227.895,204.7341,159.0766,80.56933,-41.45151,-220.6426,-474.1229,-819.1027,-1268.665,-1829.867,-2504.53,-3291.379,-4187.943,-5191.67,-6300.343,-7512.099,-8825.302,-10238.41,-11749.86,-13358.05,-15061.25,-16857.7,-18745.52,-20722.81
292.142,292.0913,291.3572,277.8008,179.9978,143.804,108.7775,77.38975,51.33577,31.4517,17.63658,8.941903,3.950736,1.27972,-0.1022307,-0.8301224,-1.24674,-1.521577,-1.733779,-1.91897,-2.09281,-2.262094,-2.429749,-2.597036,-2.764499,-2.932372,-3.100752,-3.269676,-3.439149,-3.609164,-3.779706,-3.950758,-4.122299,-4.294307,-4.466763,-4.639645,-4.812934,-4.98661,-5.160655,-5.335052,-5.509784,-5.684836,-5.860192,-6.035839,-6.211764
255.0294,252.7147,243.9266,221.9874,192.0149,183.97,175.7915,167.5025,159.1205,150.66,142.1337,133.5529,124.9279,116.2665,107.5707,98.82634,89.97718,80.86421,71.10634,59.92575,46.10221,28.557,7.61023,-14.62529,-35.56368,-53.579,-68.36703,-80.50297,-90.82148,-100.0235,-108.5697,-116.7239,-124.6244,-132.3392,-139.8979,-147.3098,-154.5721,-161.6747,-168.6013,-175.3305,-181.8358,-188.0858,-194.0453,-199.6765,-204.9424
229.5503,214.1608,198.7149,183.7689,169.6153,166.0742,162.3622,158.2273,153.1622,146.1812,135.496,118.201,90.39237,48.97007,-3.641004,-57.0398,-100.918,-133.1699,-157.1464,-176.542,-193.7054,-209.8562,-225.5724,-241.1159,-256.6019,-272.0801,-287.5711,-303.0832,-318.6191,-334.1795,-349.7639,-365.3718,-381.0021,-396.6542,-412.327,-428.0199,-443.732,-459.4626,-475.2109,-490.9764,-506.7584,-522.5563,-538.3695,-554.1975,-570.0397
201.1412,181.0444,161.6552,143.2062,125.9042,121.7723,117.7161,113.7319,109.8139,105.9542,102.1425,98.36567,94.60694,90.84554,87.05588,83.20716,79.26344,75.18466,70.92868,66.45425,61.72354,56.70224,51.35341,45.6195,39.38348,32.3979,24.18553,13.98952,0.9604534,-15.38152,-34.84766,-56.76827,-80.34677,-104.8505,-129.6422,-154.1586,-177.9016,-200.4682,-221.6086,-241.2746,-259.6118,-276.8854,-293.3846,-309.3567,-324.9829
166.3194,166.2004,165.9494,165.3494,162.8703,160.3159,154.3193,139.7107,104.4837,25.09172,-131.5063,-390.2361,-752.12,-1201.681,-1721.95,-2300.992,-2931.953,-3611.371,-4337.676,-5110.215,-5928.715,-6793.029,-7703.023,-8658.546,-9659.427,-10705.48,-11796.53,-12932.39,-14112.9,-15337.9,-16607.26,-17920.86,-19278.59,-20680.36,-22126.1,-23615.75,-25149.25,-26726.56,-28347.64,-30012.47,-31721.02,-33473.28,-35269.22,-37108.85,-38992.14
130.5787,130.4888,130.245,129.5555,127.6949,126.8795,125.8621,124.6133,123.1088,121.3301,119.2637,116.899,114.225,111.2271,107.8816,104.15,99.96884,95.22739,89.71927,83.03153,74.30868,61.79271,42.04104,8.850421,-47.64006,-140.4366,-282.6261,-483.1606,-744.7153,-1064.485,-1436.241,-1852.218,-2304.367,-2785.053,-3287.373,-3805.248,-4333.422,-4867.407,-5403.43,-5938.384,-6469.788,-6995.747,-7514.908,-8026.41,-8529.818
276.4058,276.389,276.2318,274.9296,270.6593,269.1205,267.3678,265.3154,262.7766,259.3745,254.3655,246.3016,232.5341,209.1502,173.0897,126.8483,80.09304,43.42653,20.7525,9.116401,3.818217,1.558549,0.6261635,0.2478514,0.09571972,0.03482229,0.01046111,0.0006586154,-0.003364819,-0.00510134,-0.005935113,-0.006413144,-0.006751056,-0.007033665,-0.007294287,-0.007546,-0.007793951,-0.00804018,-0.00828551,-0.008530287,-0.008774671,-0.009018748,-0.00926257,-0.009506179,-0.009749606
